t,cause,jammer_on,jammer_channels
55.500,node_loss,0,""
55.600,node_loss,0,""
55.700,node_loss,0,""
55.800,node_loss,0,""
55.900,node_loss,0,""
56.000,node_loss,0,""
56.100,node_loss,0,""
56.200,node_loss,0,""
56.300,node_loss,0,""
56.400,node_loss,0,""
56.500,node_loss,0,""
56.600,node_loss,0,""
56.700,node_loss,0,""
56.800,node_loss,0,""
56.900,node_loss,0,""
57.000,node_loss,0,""
57.100,node_loss,0,""
57.200,node_loss,0,""
57.300,node_loss,0,""
57.400,node_loss,0,""
57.500,node_loss,0,""
57.600,node_loss,0,""
57.700,node_loss,0,""
57.800,node_loss,0,""
57.900,node_loss,0,""
58.000,node_loss,0,""
58.100,node_loss,0,""
58.200,node_loss,0,""
58.300,node_loss,0,""
58.400,node_loss,0,""
58.500,node_loss,0,""
58.600,node_loss,0,""
58.700,node_loss,0,""
58.800,node_loss,0,""
58.900,node_loss,0,""
59.000,node_loss,0,""
59.100,node_loss,0,""
59.200,node_loss,0,""
59.300,node_loss,0,""
59.400,node_loss,0,""
59.500,node_loss,0,""
59.600,node_loss,0,""
59.700,node_loss,0,""
59.800,node_loss,0,""
59.900,node_loss,0,""
